timestamp,compass_y,compass_z,compass_x,gyro_y,reed_relay,object_temp,gyro_z,light,humidity,acc_z,ambient_temp,air_pressure,acc_y,acc_x
2019-04-26T18:02:33.735+05:30,-17.5,-91.17,-36.33,-0.76,0,0,-2.74,0.08,32.2,3.9,32.59,648.73,-0.13,-0.32
2019-04-26T18:02:34.641+05:30,-18.33,-87.67,-35.5,-2.16,0,0,0.43,0.16,32.2,3.91,32.59,648.73,-0.05,-0.12
2019-04-26T18:02:35.704+05:30,-19.33,-89.83,-38.5,0.93,0,0,0.15,0.16,32.2,3.87,32.59,648.68,-0.07,-0.18
2019-04-26T18:02:36.764+05:30,-18.5,-89.83,-36.83,-0.99,0,0,0.09,0.16,32.2,3.86,32.59,648.73,-0.09,-0.16
2019-04-26T18:02:37.671+05:30,-18.5,-89,-37.67,0.73,0,0,0.2,0.08,32.2,3.94,32.59,648.6,0.01,-0.26
2019-04-26T18:02:38.733+05:30,-18.33,-88.17,-36.67,-0.98,0,0,-2.35,0.16,32.2,3.95,32.59,648.78,-0.07,-0.2
2019-04-26T18:02:39.640+05:30,-18.33,-88.83,-36.33,0.83,0,0,0.09,0.16,32.2,3.87,32.59,648.68,-0.08,-0.22
2019-04-26T18:02:40.640+05:30,-17.33,-89,-38,0.2,0,0,-2.07,0.16,32.2,3.95,32.61,648.63,-0.03,-0.18
2019-04-26T18:02:41.752+05:30,-18.5,-88.67,-37.33,0.87,0,0,-2.02,0.16,32.2,3.94,32.61,648.65,0,-0.21
2019-04-26T18:02:42.674+05:30,-17.5,-88.5,-37.5,0.9,0,0,-2.09,0.16,32.1,3.95,32.61,648.73,-0.03,-0.16
2019-04-26T18:02:43.716+05:30,-19,-88.67,-35.67,0.46,0,0,0,0.16,32.1,3.96,32.62,648.65,-0.08,-0.18
2019-04-26T18:02:44.640+05:30,-17.67,-88.67,-36.17,0.95,0,0,0.15,0.16,32.1,3.86,32.61,648.83,-0.09,-0.16
2019-04-26T18:02:45.677+05:30,-17,-88,-36.5,-0.98,0,0,0.02,0.16,32.1,3.97,32.62,648.76,-0.06,-0.16
2019-04-26T18:02:46.645+05:30,-19.5,-88.5,-36.67,0.69,0,0,0.33,0.16,32.1,3.95,32.62,648.65,-0.02,-0.2
2019-04-26T18:02:47.661+05:30,-18.67,-90,-37.17,0.73,0,0,-2.07,0.08,32.1,3.9,32.61,648.7,-0.08,-0.25
2019-04-26T18:02:48.718+05:30,-17.5,-88.5,-36.67,0.67,0,0,-2.05,0.08,32.1,3.94,32.62,648.7,0.01,-0.16
2019-04-26T18:02:49.758+05:30,-19,-89.83,-36.17,0.8,0,0,-2.02,0.08,32.12,3.94,32.64,648.73,-0.08,-0.17
2019-04-26T18:02:50.670+05:30,-19.17,-87.33,-35.17,0.61,0,0,0.04,0.08,32.03,3.86,32.64,648.73,-0.07,-0.17
2019-04-26T18:02:51.722+05:30,-16.33,-88.83,-38.67,0.73,0,0,0,0.08,32.01,3.94,32.62,648.73,0.03,-0.11
2019-04-26T18:02:52.643+05:30,-17,-89,-37.33,0.73,0,0,0.24,0.16,32.01,3.85,32.62,648.76,-0.08,-0.19
2019-04-26T18:02:53.696+05:30,-19.5,-88.5,-35.83,0.84,0,0,0.13,0.16,32.01,3.92,32.62,648.65,-0.04,-0.09
2019-04-26T18:02:54.743+05:30,-18.67,-89.33,-36.67,0.79,0,0,0.15,0.16,32.03,3.96,32.64,648.68,-0.03,-0.21
2019-04-26T18:02:55.814+05:30,-18.17,-88.33,-36.17,0.43,0,0,0.33,0.16,32.01,3.87,32.62,648.76,0,-0.19
2019-04-26T18:02:56.715+05:30,-18.67,-90.33,-36.33,0.76,0,0,0.11,0.16,32.03,3.91,32.64,648.65,-0.07,-0.17
2019-04-26T18:02:57.750+05:30,-19.33,-89,-37.67,-0.99,0,0,0.09,0.16,32.03,3.88,32.66,648.73,-0.07,-0.17
2019-04-26T18:02:58.658+05:30,-19.33,-87.5,-36.83,0.48,0,0,0.04,0.08,32.01,3.86,32.62,648.65,-0.08,-0.17
2019-04-26T18:02:59.877+05:30,-18.5,-87.5,-38.5,0.95,0,0,-2.34,0.16,32.03,3.87,32.66,648.83,-0.07,-0.17
2019-04-26T18:03:00.783+05:30,-18.33,-87.67,-36.67,0.82,0,0,-2.11,0.16,32.03,3.86,32.64,648.76,0,-0.21
2019-04-26T18:03:01.844+05:30,-17.33,-87.5,-36.5,0.79,0,0,0.27,0.16,32.03,3.87,32.64,648.7,0,-0.18
2019-04-26T18:03:02.870+05:30,-18,-88.83,-36.67,0.99,0,0,0.25,0.16,32.03,3.85,32.64,648.83,-0.08,-0.25
2019-04-26T18:03:03.646+05:30,-17.5,-88.83,-36.33,0.62,0,0,0.02,0.16,31.93,3.92,32.64,648.68,-0.07,-0.08
2019-04-26T18:03:05.469+05:30,-18.67,-87.67,-37.17,0.61,0,0,0.17,0.08,31.93,3.9,32.66,648.76,-0.04,-0.24
2019-04-26T18:03:05.917+05:30,-19.83,-89.67,-36.33,0.88,0,0,-2.07,0.16,31.93,3.95,32.66,648.68,-0.06,-0.21
2019-04-26T18:03:06.650+05:30,-18.5,-89.5,-38.5,0.74,0,0,-2.02,0.16,31.93,3.87,32.66,648.7,0,-0.16
2019-04-26T18:03:07.706+05:30,-18.17,-89,-36.17,0.7,0,0,0.37,0.16,31.93,3.94,32.66,648.73,-0.04,-0.16
2019-04-26T18:03:08.742+05:30,-17.67,-88,-35.33,-0.83,0,0,-2.19,0.16,31.93,3.94,32.66,648.7,0.02,-0.17
2019-04-26T18:03:09.649+05:30,-19.17,-89.67,-37.5,0.44,0,0,0.04,0.16,31.93,3.85,32.66,648.86,-0.15,-0.12
2019-04-26T18:03:10.729+05:30,-17.17,-89.67,-37.17,-0.84,0,0,0.02,0.16,31.93,3.86,32.66,648.81,0.03,-0.18
2019-04-26T18:03:11.935+05:30,-17.67,-88.33,-38.5,0.73,0,0,0.01,0.16,31.83,3.86,32.66,648.73,-0.08,-0.17
2019-04-26T18:03:12.679+05:30,-17.67,-90.67,-37.33,-4.38,0,0,2.8,0.16,31.83,3.94,32.66,648.78,-0.16,-0.2
2019-04-26T18:03:13.717+05:30,-19.17,-88.5,-36.67,-0.8,0,0,0.09,0.16,31.83,3.87,32.66,648.76,-0.09,-0.21
2019-04-26T18:03:14.650+05:30,-17.17,-88.17,-37.5,0.78,0,0,-2.13,0.16,31.83,3.87,32.67,648.73,0,-0.16
2019-04-26T18:03:15.693+05:30,-18.33,-88.5,-38.33,0.85,0,0,-2.11,0.16,31.83,3.95,32.67,648.7,0.02,-0.22
2019-04-26T18:03:16.751+05:30,-17.67,-89,-36.83,0.78,0,0,0.05,0.16,31.83,3.95,32.67,648.73,0.01,-0.16
2019-04-26T18:03:17.653+05:30,-17.5,-87.33,-35.5,0.46,0,0,-2.08,0.16,31.83,3.85,32.67,648.76,0.01,-0.16
2019-04-26T18:03:18.717+05:30,-18.67,-89.67,-37.5,0.67,0,0,0.24,0.16,31.83,3.86,32.67,648.83,-0.09,-0.21
2019-04-26T18:03:19.650+05:30,-17.67,-88.33,-34.83,0.73,0,0,0.13,0.08,31.83,3.86,32.67,648.73,0.01,-0.17
2019-04-26T18:03:20.653+05:30,-18.5,-88.33,-35.33,0.87,0,0,-2.11,0.16,31.83,3.86,32.67,648.73,0.02,-0.26
2019-04-26T18:03:21.651+05:30,-18,-88.83,-36.33,-0.98,0,0,-2.13,0.08,31.73,3.85,32.67,648.76,0.01,-0.27
2019-04-26T18:03:22.650+05:30,-17.67,-89.83,-37.67,0.68,0,0,0.2,0.08,31.73,3.94,32.67,648.73,0.01,-0.2
2019-04-26T18:03:23.656+05:30,-17.33,-88.67,-37.33,0.77,0,0,-2.22,0.16,31.73,3.85,32.67,648.81,-0.07,-0.16
2019-04-26T18:03:24.654+05:30,-17.67,-87.5,-37.33,0.9,0,0,0.13,0.16,31.73,3.87,32.67,648.76,-0.07,-0.26
2019-04-26T18:03:25.654+05:30,-18,-90,-36.33,0.75,0,0,-2.2,0.16,31.73,3.86,32.67,648.76,0.01,-0.21
2019-04-26T18:03:26.651+05:30,-19,-89.83,-36.83,0.52,0,0,0.32,0.16,31.73,3.87,32.69,648.7,-0.01,-0.22
2019-04-26T18:03:27.651+05:30,-17.67,-89.5,-35.67,0.71,0,0,-2.05,0.16,31.73,3.95,32.67,648.81,-0.09,-0.26
2019-04-26T18:03:28.673+05:30,-18.5,-89.5,-36.5,0.81,0,0,-2.33,0.16,31.73,3.96,32.69,648.81,-0.09,-0.25
2019-04-26T18:03:29.657+05:30,-17.67,-89.5,-36.5,0.66,0,0,0.23,0.16,31.73,3.95,32.69,648.78,0,-0.17
2019-04-26T18:03:30.657+05:30,-18.5,-87.17,-38,0.43,0,0,0.21,0.16,31.73,3.88,32.69,648.76,-0.05,-0.31
2019-04-26T18:03:31.659+05:30,-18.17,-89,-35.67,-0.77,0,0,-2.11,0.16,31.73,3.87,32.69,648.65,-0.08,-0.22
2019-04-26T18:03:32.657+05:30,-19.17,-89.67,-37.17,0.88,0,0,0.05,0.16,31.83,3.86,32.7,648.7,0.01,-0.22
2019-04-26T18:03:33.654+05:30,-17.33,-89.5,-36.17,0.74,0,0,-2.03,0.08,31.83,3.84,32.7,648.81,-0.14,-0.29
2019-04-26T18:03:35.071+05:30,-20.83,-89,-35.67,0.99,0,0,0.05,0.16,31.73,3.9,32.69,648.76,-0.07,-0.23
2019-04-26T18:03:37.339+05:30,-16.5,-95.5,-39.33,0.99,0,0,-2.01,0.16,31.73,3.9,32.7,648.78,-0.09,-0.18
2019-04-26T18:03:37.339+05:30,-17.67,-95.17,-38.5,0.7,0,0,0.05,0.16,31.73,3.86,32.7,648.73,-0.08,-0.18
2019-04-26T18:03:37.938+05:30,-18.33,-94.67,-37.83,0.73,0,0,0.04,0.16,31.73,3.94,32.7,648.7,-0.03,-0.16
2019-04-26T18:03:38.929+05:30,-17.5,-95.33,-37.83,-0.96,0,0,0.06,0.16,31.73,3.87,32.7,648.78,-0.05,-0.17
2019-04-26T18:03:39.726+05:30,-16.17,-94.83,-38.83,0.91,0,0,0.06,0.16,31.73,3.85,32.7,648.73,-0.09,-0.16
2019-04-26T18:03:41.096+05:30,-17.33,-94,-38,0.87,0,0,0.1,0.16,31.73,3.86,32.7,648.7,-0.03,-0.21
2019-04-26T18:03:41.670+05:30,-17,-95.5,-38,0.7,0,0,0.23,0.16,31.73,3.86,32.7,648.78,-0.09,-0.22
2019-04-26T18:03:42.656+05:30,-17.33,-96.33,-37.33,0.81,0,0,0.07,0.16,31.73,3.94,32.7,648.73,-0.05,-0.16
2019-04-26T18:03:43.656+05:30,-16.5,-95.5,-39.33,0.59,0,0,-2.09,0.16,31.73,3.86,32.7,648.73,-0.03,-0.17
2019-04-26T18:03:44.661+05:30,-18,-93.83,-39,0.66,0,0,0.02,0.16,31.73,3.86,32.7,648.78,-0.05,-0.17
2019-04-26T18:03:45.658+05:30,-18,-95,-39.83,0.59,0,0,0.02,0.16,31.73,3.85,32.7,648.83,-0.03,-0.17
2019-04-26T18:03:46.677+05:30,-18.17,-94.5,-39.67,0.84,0,0,-2.09,0.16,31.73,3.86,32.7,648.83,-0.04,-0.17
2019-04-26T18:03:47.656+05:30,-17.5,-94.17,-38.33,0.67,0,0,0.09,0.16,31.73,3.86,32.71,648.76,-0.04,-0.18
2019-04-26T18:03:48.664+05:30,-18.17,-95.17,-37.67,0.73,0,0,0,0.16,31.73,3.86,32.7,648.76,-0.05,-0.18
2019-04-26T18:03:49.658+05:30,-17.5,-96.17,-39.5,-0.99,0,0,-2.1,0.16,31.73,3.87,32.71,648.86,-0.03,-0.17
2019-04-26T18:03:50.655+05:30,-17.5,-95.83,-39.83,0.71,0,0,-2.02,0.16,31.73,3.89,32.7,648.76,-0.08,-0.16
2019-04-26T18:03:51.657+05:30,-17,-92.5,-38.5,-0.61,0,0,-2.02,0.08,31.73,3.95,32.7,648.78,-0.14,-0.2
2019-04-26T18:03:52.656+05:30,-18,-92,-37.5,0.57,0,0,-2.05,0.16,31.73,3.85,32.71,648.76,-0.04,-0.18
2019-04-26T18:03:53.657+05:30,-18.17,-91,-38.83,-0.92,0,0,0.04,0.16,31.64,3.91,32.7,648.86,-0.09,-0.27
2019-04-26T18:03:54.659+05:30,-18.17,-91.33,-37.33,0.75,0,0,-2.2,0.08,31.64,3.94,32.71,648.68,-0.05,-0.21
2019-04-26T18:03:55.663+05:30,-16.17,-92.5,-38.83,0.78,0,0,0.32,0.16,31.64,3.86,32.71,648.88,-0.09,-0.28
2019-04-26T18:03:56.657+05:30,-18.33,-91.5,-37.5,0.41,0,0,0.06,0.16,31.64,3.96,32.71,648.81,-0.13,-0.25
2019-04-26T18:03:57.661+05:30,-18.67,-91.5,-37.17,0.85,0,0,-2.03,0.16,31.64,3.86,32.71,648.68,-0.06,-0.25
2019-04-26T18:03:58.663+05:30,-17.17,-91.5,-39,0.97,0,0,-2.07,0.16,31.64,3.86,32.73,648.83,-0.04,-0.17
2019-04-26T18:03:59.659+05:30,-18.33,-91.17,-39.5,0.5,0,0,0.2,0.16,31.64,4,32.71,648.76,-0.03,-0.1
2019-04-26T18:04:00.694+05:30,-18.17,-92.17,-38.5,-0.84,0,0,0.27,0.16,31.64,3.94,32.71,648.78,-0.06,-0.16
2019-04-26T18:04:01.678+05:30,-16.67,-92.33,-37.5,-0.91,0,0,-2.18,0.16,31.64,3.87,32.73,648.81,-0.01,-0.19
2019-04-26T18:04:02.668+05:30,-18.67,-91.17,-37.83,-0.8,0,0,0.06,0.16,31.64,3.95,32.71,648.86,-0.1,-0.26
2019-04-26T18:04:03.682+05:30,-19.33,-92.5,-38.83,0.88,0,0,0.04,0.16,31.64,3.94,32.71,648.73,-0.04,-0.17
2019-04-26T18:04:04.665+05:30,-16.33,-90.83,-37.83,0.79,0,0,0.01,0.16,31.64,3.96,32.71,648.81,-0.04,-0.17
2019-04-26T18:04:05.660+05:30,-18,-91.17,-37.17,-0.05,0,0,0.2,0.16,31.64,3.78,32.73,648.76,-0.06,-0.3
2019-04-26T18:04:06.659+05:30,-18.67,-92.67,-38.67,-0.9,0,0,0.07,0.16,31.64,3.9,32.71,648.81,-0.06,-0.33
2019-04-26T18:04:07.668+05:30,-17.67,-92.5,-37.33,0.52,0,0,0.32,0.16,31.64,3.86,32.73,648.76,-0.15,-0.18
2019-04-26T18:04:08.675+05:30,-18.33,-92.33,-38.33,-0.91,0,0,-2.07,0.16,31.64,3.94,32.73,648.78,0.01,-0.26
2019-04-26T18:04:09.667+05:30,-16.67,-91.17,-37.83,0.8,0,0,-2.17,0.08,31.64,3.86,32.73,648.83,-0.05,-0.18
2019-04-26T18:04:10.670+05:30,-17.33,-90.17,-36.83,0.98,0,0,0,0.08,31.64,3.94,32.73,648.83,-0.05,-0.17
2019-04-26T18:04:11.685+05:30,-18.5,-92.17,-37.67,0.88,0,0,-2.01,0.08,31.54,4.02,32.71,648.86,-0.11,-0.08
2019-04-26T18:04:12.690+05:30,-18,-93.17,-39.5,0.75,0,0,0.35,0.16,31.54,3.91,32.73,648.86,-0.06,-0.32
2019-04-26T18:04:13.700+05:30,-17,-91.33,-38.83,-0.99,0,0,-2.03,0.16,31.54,3.87,32.74,648.88,-0.06,-0.18
2019-04-26T18:04:14.693+05:30,-18.17,-92.17,-37.67,0.51,0,0,0.15,0.16,31.54,3.95,32.74,648.78,-0.08,-0.21
2019-04-26T18:04:15.669+05:30,-18.17,-92.5,-38,0.92,0,0,0.06,0.16,31.54,3.87,32.73,648.86,-0.04,-0.27
2019-04-26T18:04:16.688+05:30,-18.67,-91.17,-38.67,0.84,0,0,-2.1,0.16,31.54,3.95,32.73,648.88,-0.04,-0.17
2019-04-26T18:04:17.683+05:30,-18.33,-90.83,-37.83,0.91,0,0,0.27,0.16,31.54,3.86,32.73,648.88,-0.04,-0.25
2019-04-26T18:04:18.673+05:30,-18,-93.5,-37.5,-0.75,0,0,-2.41,0.16,31.54,3.91,32.73,648.83,-0.07,-0.25
2019-04-26T18:04:19.716+05:30,-18,-93.5,-37.5,-0.75,0,0,-2.41,0.16,31.54,3.91,32.73,648.83,-0.07,-0.25
2019-04-26T18:04:20.674+05:30,-17.5,-91.17,-38.33,0.66,0,0,0.03,0.16,31.54,3.81,32.74,648.76,-0.09,-0.26
by-deviceType,map,by-eventType,state-by-updated-date,"function (doc) {\n  if (doc.updated) {\n    emit(doc.updated, doc); \n  }\n}\n",map,function (doc) {\n  if(doc.instanceId && doc.objectType==\,state-by-thingType,function (doc) {\n  if(doc.typeId && doc.objectType==\,state-by-date,"function (doc) {\n  if (doc.timestamp && doc.logicalInterfaceId) {\n    emit(doc.timestamp, doc); \n  }\n}\n",map,state-by-deviceId,function (doc) {\n  if(doc.instanceId && doc.objectType==\,state-by-deviceType
2019-04-26T17:51:19.566+05:30,CC2650 SensorTag,,,,,,,,,,,,,
2019-04-26T17:51:19.905+05:30,44.67,-26,-56.33,0.65,0,0,0.09,0.24,31.03,3.86,32.59,648.17,0.07,-0.1
2019-04-26T17:51:20.902+05:30,43.83,-26.33,-56.83,0.55,0,0,-2.23,0.24,31.03,3.87,32.59,648.22,-0.02,-0.19
2019-04-26T17:51:21.905+05:30,45.67,-28.33,-57.33,0.58,0,0,-2.22,0.24,31.03,3.85,32.59,648.27,0.07,-0.19
2019-04-26T17:51:22.903+05:30,45.67,-28.33,-57.33,0.66,0,0,0.1,0.24,31.03,3.94,32.59,648.32,0,-0.12
2019-04-26T17:51:23.983+05:30,45.17,-26.17,-55.83,0.77,0,0,0.26,0.24,31.03,3.86,32.59,648.32,0.07,-0.12
2019-04-26T17:51:24.904+05:30,45.67,-25,-57.33,0.95,0,0,0.2,0.24,31.03,3.96,32.61,648.24,0.03,-0.11
2019-04-26T17:51:25.910+05:30,44,-27.33,-56.67,0.44,0,0,0.31,0.24,31.03,3.85,32.59,648.17,0.05,-0.15
2019-04-26T17:51:26.905+05:30,44.83,-26.5,-56.17,0.93,0,0,0.08,0.24,31.03,3.87,32.59,648.22,0.01,-0.1
2019-04-26T17:51:27.976+05:30,43.83,-27.83,-57.67,-0.37,0,0,-2.44,0.24,31.03,3.94,32.59,648.45,-0.07,-0.27
2019-04-26T17:51:28.905+05:30,45.83,-28.17,-58,0.51,0,0,0.12,0.24,31.03,3.94,32.59,648.14,0,-0.11
2019-04-26T17:51:29.988+05:30,44.33,-28,-56.67,0.82,0,0,0.19,0.24,31.03,3.87,32.59,648.22,-0.01,-0.1
2019-04-26T17:51:30.906+05:30,44,-28.83,-56.17,0.89,0,0,-2.03,0.24,31.03,3.87,32.59,648.24,0.07,-0.11
2019-04-26T17:51:32.009+05:30,44,-28.33,-55.33,0.45,0,0,0.1,0.24,31.03,3.87,32.59,648.22,0,-0.1
2019-04-26T17:51:32.907+05:30,46,-26.5,-56.67,0.39,0,0,0.13,0.24,31.03,3.86,32.59,648.32,0.07,-0.19
2019-04-26T17:51:33.908+05:30,44.83,-26.83,-56.17,0.75,0,0,-2.01,0.24,31.03,3.87,32.61,648.24,0,-0.1
2019-04-26T17:51:34.908+05:30,44.67,-25.17,-57.67,0.7,0,0,0.12,0.16,31.03,3.86,32.61,648.19,0.07,-0.12
2019-04-26T17:51:35.908+05:30,44.67,-27,-56.33,0.63,0,0,0.23,0.24,31.03,3.95,32.62,648.22,-0.03,-0.12
2019-04-26T17:51:36.908+05:30,44.67,-26.67,-56,-0.99,0,0,-2.04,0.24,31.03,3.95,32.59,648.37,0.07,-0.1
2019-04-26T17:51:37.924+05:30,45.33,-26.33,-56.33,0.7,0,0,0.02,0.24,31.03,3.86,32.59,648.29,0.07,-0.2
2019-04-26T18:05:57.645+05:30,CC2650 SensorTag,,,,,,,,,,,,,
2019-04-26T17:51:38.920+05:30,44.17,-26.67,-56,0.78,0,0,0.2,0.24,31.03,3.86,32.61,648.29,-0.09,-0.09
2019-04-26T18:05:57.965+05:30,-14.17,-91.67,-35.67,0.79,0,0,-2.07,0.08,0,3.86,-40,648.91,-0.03,-0.16
2019-04-26T17:51:39.908+05:30,45.33,-26.33,-57.17,-0.98,0,0,0.08,0.24,31.03,3.86,32.61,648.22,0,-0.2
2019-04-26T18:05:59.003+05:30,-13.83,-89.83,-34.17,0.59,0,0,0.11,0.08,0,3.86,-40,648.91,-0.08,-0.18
2019-04-26T18:05:59.752+05:30,-15.17,-90.83,-34.67,0.84,0,0,0.13,0.08,0,3.95,-40,648.91,-0.09,-0.17
2019-04-26T17:51:40.909+05:30,45.33,-27,-56,0.64,0,0,-2.31,0.24,30.93,3.86,32.61,648.22,-0.02,-0.12
2019-04-26T18:06:00.818+05:30,-13.5,-89.67,-34.67,0.92,0,0,-2.05,0.08,0,3.86,-40,648.91,-0.09,-0.18
2019-04-26T17:51:41.910+05:30,44.67,-27,-57.17,0.6,0,0,0.05,0.24,31.03,3.97,32.61,648.14,0.03,-0.1
2019-04-26T18:06:01.870+05:30,-14.17,-91.67,-33.67,0.73,0,0,-2.05,0.08,0,3.94,-40,648.91,0,-0.16
2019-04-26T17:51:42.909+05:30,44,-24.5,-57,0.76,0,0,-2.13,0.24,30.93,3.94,32.61,648.29,0.08,-0.11
2019-04-26T18:06:02.777+05:30,-14.33,-89.67,-34.67,0.68,0,0,-2.02,0.08,0,3.87,-40,648.91,-0.05,-0.17
2019-04-26T17:51:43.909+05:30,45.67,-27.33,-57.33,0.57,0,0,0.02,0.24,30.93,3.94,32.59,648.19,-0.03,-0.11
2019-04-26T18:06:03.834+05:30,-15.17,-92,-35.5,0.56,0,0,0.17,0.08,0,3.86,-40,648.91,-0.08,-0.19
2019-04-26T17:51:44.914+05:30,44.33,-28,-57,0.95,0,0,-2.09,0.24,30.93,3.87,32.61,648.29,-0.01,-0.1
2019-04-26T18:06:04.894+05:30,-13.33,-92.17,-34.83,0.56,0,0,0.18,0.08,0,3.94,-40,648.91,-0.08,-0.17
2019-04-26T17:51:45.909+05:30,43.83,-26.33,-58,0.79,0,0,-2.05,0.24,30.93,3.85,32.61,648.12,0.08,-0.2
2019-04-26T18:06:05.818+05:30,-14.33,-90.83,-34.67,0.55,0,0,-2.09,0.08,0,3.95,-40,648.91,-0.04,-0.21
2019-04-26T17:51:46.911+05:30,43.83,-27,-56,0.66,0,0,-2.16,0.24,30.93,3.96,32.59,648.37,-0.03,-0.2
2019-04-26T18:06:06.859+05:30,-14.83,-90.33,-35.5,-0.98,0,0,-2.03,0.08,0,3.9,-40,648.91,0.01,-0.26
2019-04-26T17:51:47.924+05:30,44.83,-26.83,-56.17,0.91,0,0,0.05,0.24,30.93,3.86,32.59,648.37,-0.01,-0.11
2019-04-26T18:06:07.758+05:30,-13.17,-90,-35.5,0.86,0,0,0.12,0.08,0,3.95,-40,648.91,-0.08,-0.16
2019-04-26T17:51:48.920+05:30,43.67,-26.83,-56.17,0.55,0,0,-2.13,0.24,30.93,3.87,32.59,648.32,0,-0.11
2019-04-26T18:06:08.816+05:30,-13.33,-91,-34.17,0.85,0,0,-2.05,0.08,0,3.85,-40,648.91,-0.06,-0.26
2019-04-26T17:51:49.909+05:30,44.83,-28,-58.17,0.81,0,0,-2.16,0.24,30.93,3.86,32.61,648.12,0.07,-0.12
2019-04-26T18:06:09.877+05:30,-14.17,-91.67,-36.17,0.77,0,0,-2.2,0.08,0,3.9,-40,648.91,-0.07,-0.17
2019-04-26T17:51:50.910+05:30,44.33,-26.5,-56.17,0.78,0,0,0.02,0.24,30.93,3.89,32.61,648.22,-0.01,-0.12
2019-04-26T18:06:10.778+05:30,-13.17,-90,-35.5,0.62,0,0,0.02,0.08,0,3.97,-40,648.91,-0.03,-0.21
2019-04-26T17:51:51.912+05:30,45.33,-25.17,-57.67,0.73,0,0,0.28,0.24,30.93,3.86,32.61,648.22,-0.01,-0.11
2019-04-26T18:06:11.838+05:30,-14.33,-91.5,-35.5,0.89,0,0,-2.13,0.08,0,3.85,-40,648.91,-0.06,-0.16
2019-04-26T17:51:52.910+05:30,44.33,-26.17,-56.67,0.98,0,0,0,0.24,30.93,3.94,32.62,648.22,-0.01,-0.1
2019-04-26T18:06:12.757+05:30,-13.83,-92.17,-34.5,0.98,0,0,0.23,0.08,0,3.94,-40,648.91,-0.09,-0.18
2019-04-26T17:51:53.914+05:30,46,-26.17,-55.33,0.57,0,0,-2.12,0.24,30.93,3.85,32.59,648.32,-0.02,-0.11
2019-04-26T18:06:13.801+05:30,-13.5,-92.67,-34.67,0.82,0,0,0.16,0.08,0,3.84,-40,648.91,-0.08,-0.17
2019-04-26T17:51:54.921+05:30,43.17,-25.33,-57,0.97,0,0,-2.29,0.24,30.93,3.96,32.61,648.29,0.02,-0.1
2019-04-26T18:06:14.861+05:30,-14.17,-91.67,-34.17,-0.95,0,0,-2.06,0.08,0,3.86,-40,648.91,-0.07,-0.18
2019-04-26T17:51:55.910+05:30,43.33,-26.67,-57.17,0.82,0,0,0.02,0.24,30.93,3.87,32.59,648.27,-0.01,-0.11
2019-04-26T17:51:56.911+05:30,44.67,-25.17,-57.17,0.59,0,0,0.02,0.24,30.84,3.87,32.61,648.32,0,-0.1
2019-04-26T18:06:15.922+05:30,-13.83,-91.67,-34.5,0.76,0,0,-2.22,0.08,0,3.91,-40,648.91,-0.07,-0.21
2019-04-26T18:06:16.824+05:30,-14.17,-91,-33.33,0.75,0,0,0.23,0.08,0,3.86,-40,648.91,-0.08,-0.16
2019-04-26T17:51:57.920+05:30,43.17,-27.33,-57,0.7,0,0,-2.05,0.24,30.84,3.96,32.61,648.27,-0.01,-0.1
2019-04-26T18:06:17.883+05:30,-15,-92.5,-34.5,0.59,0,0,-2.06,0.08,0,3.87,-40,648.91,-0.09,-0.16
2019-04-26T17:51:58.912+05:30,44,-26.83,-56.67,0.91,0,0,0,0.24,30.84,3.95,32.61,648.42,0.07,-0.12
2019-04-26T18:06:18.796+05:30,-13.5,-90.83,-36.67,0.63,0,0,-2.07,0.08,0,4,-40,648.91,0.01,-0.03
2019-04-26T17:51:59.911+05:30,44.67,-26.67,-57.17,0.54,0,0,-2.05,0.24,30.84,3.86,32.61,648.42,0.07,-0.11
2019-04-26T17:52:00.911+05:30,44.83,-26.83,-57.33,0.61,0,0,-2.16,0.24,30.84,3.94,32.61,648.32,0.07,-0.11
2019-04-26T18:06:20.022+05:30,-14,-92.33,-35.5,0.89,0,0,0.13,0.08,0,3.85,-40,648.91,-0.14,-0.33
2019-04-26T18:06:20.761+05:30,-14,-90.33,-34.67,0.93,0,0,-2.1,0.08,0,3.95,-40,648.91,-0.08,-0.2
2019-04-26T17:52:01.911+05:30,45.83,-27.83,-57.67,0.66,0,0,-2.03,0.24,30.84,3.94,32.61,648.19,0,-0.19
2019-04-26T17:52:02.912+05:30,45,-27.5,-56.33,0.34,0,0,-2.04,0.24,30.84,3.85,32.61,648.24,0,-0.12
2019-04-26T18:06:21.976+05:30,-15.5,-89.67,-33.5,0.57,0,0,0.02,0.08,0,3.94,-40,648.91,-0.09,-0.17
2019-04-26T18:06:22.877+05:30,-14.5,-91.33,-34.5,0.99,0,0,-2.12,0.08,0,3.89,-40,648.91,-0.14,-0.25
2019-04-26T17:52:03.913+05:30,44.67,-28.17,-57.17,0.75,0,0,0.01,0.24,30.84,3.94,32.61,648.24,0.06,-0.11
2019-04-26T17:52:04.916+05:30,43,-26,-56.83,0.97,0,0,-2.01,0.24,30.84,3.85,32.62,648.24,-0.01,-0.11
2019-04-26T18:06:23.915+05:30,-15.5,-90.33,-34.67,0.95,0,0,0.1,0.08,0,3.87,-40,648.91,-0.07,-0.22
2019-04-26T18:06:24.836+05:30,-14.33,-90.33,-34.67,0.66,0,0,-2.32,0.08,0,3.95,-40,648.91,-0.07,-0.17
